 ListingID,Link,lat,lng,Bedrooms,Star Rating,Reviews,Price,Occupancy,Revenue,Active Nights,Min Stay,Dynamic Pricing,id
48973425,[ABnB](https://www.airbnb.com/rooms/48973425),16.7611,-99.77691,2,-NA,0,3491,0,4559,1,3,None,209
49738772,[ABnB](https://www.airbnb.com/rooms/49738772),16.77426,-99.78122,2,-NA,0,985,4,6120,6,2,None,210
37685470,[ABnB](https://www.airbnb.com/rooms/37685470),16.76091,-99.7774,2,4.38,41,1006,27,121920,100,2,None,211
44104951,[ABnB](https://www.airbnb.com/rooms/44104951),16.77022,-99.78626,2,-NA,0,5873,0,0,0,7,None,212
44715825,[ABnB](https://www.airbnb.com/rooms/44715825),16.77334,-99.78353,2,4.55,20,3059,67,631030,246,2,None,213
45622130,[ABnB](https://www.airbnb.com/rooms/45622130),16.77428,-99.78146,2,4.81,26,1067,27,106756,100,2,Low,214
52205996,[ABnB](https://www.airbnb.com/rooms/52205996),16.77432,-99.78131,2,-NA,0,1704,9,10247,9,2,None,215
47284924,[ABnB](https://www.airbnb.com/rooms/47284924),16.7617,-99.77553,2,-NA,0,1499,2,5545,6,1,None,216
35611634,[ABnB](https://www.airbnb.com/rooms/35611634),16.76084,-99.77739,2,4.78,18,199339,75,28389987,217,12,None,217
48826255,[ABnB](https://www.airbnb.com/rooms/48826255),16.76083,-99.77729,2,4.6,5,1950,35,121181,88,2,Low,218
36636603,[ABnB](https://www.airbnb.com/rooms/36636603),16.76062,-99.77807,2,4.6,10,6283,74,1797457,271,1,None,219
49516997,[ABnB](https://www.airbnb.com/rooms/49516997),16.76122,-99.77622,2,4.0,3,1704,30,126520,70,2,None,220
32841896,[ABnB](https://www.airbnb.com/rooms/32841896),16.76057,-99.77816,2,4.89,19,6078,71,1642846,260,1,None,221
42662438,[ABnB](https://www.airbnb.com/rooms/42662438),16.77428,-99.78186,2,5.0,4,1293,0,0,0,2,Low,222
52582400,[ABnB](https://www.airbnb.com/rooms/52582400),16.76098,-99.77667,2,-NA,0,1786,3,6838,3,1,None,223
46200222,[ABnB](https://www.airbnb.com/rooms/46200222),16.77399,-99.78279,2,-NA,0,1416,2,8481,6,2,None,224
38322887,[ABnB](https://www.airbnb.com/rooms/38322887),16.77319,-99.77499,2,4.78,27,2238,28,181508,101,1,None,225
13557837,[ABnB](https://www.airbnb.com/rooms/13557837),16.773600000000002,-99.7836,2,4.1,10,1827,5,30097,17,1,None,226
23064837,[ABnB](https://www.airbnb.com/rooms/23064837),16.76147,-99.77552,2,4.76,74,1950,43,182911,120,1,None,227
27303178,[ABnB](https://www.airbnb.com/rooms/27303178),16.77049,-99.77269,2,4.8,10,1416,5,16223,11,2,Low,228
45585738,[ABnB](https://www.airbnb.com/rooms/45585738),16.77019,-99.78663,2,-NA,0,9549,30,959179,108,7,None,229
34066748,[ABnB](https://www.airbnb.com/rooms/34066748),16.77391,-99.78325,2,4.87,15,1786,7,41564,24,2,None,230
23132402,[ABnB](https://www.airbnb.com/rooms/23132402),16.76117,-99.77581,2,4.69,76,1191,31,147450,114,2,None,231
22106771,[ABnB](https://www.airbnb.com/rooms/22106771),16.76055,-99.77727,2,5.0,5,2484,0,0,0,2,None,232
45752441,[ABnB](https://www.airbnb.com/rooms/45752441),16.76993,-99.77234,2,-Unknown,1,3983,1,13862,4,1,None,233
34676559,[ABnB](https://www.airbnb.com/rooms/34676559),16.77325,-99.77477,2,4.57,30,3491,39,513432,141,2,None,234
47353749,[ABnB](https://www.airbnb.com/rooms/47353749),16.77107,-99.78637,2,-NA,0,1991,21,114414,65,3,None,235
22926615,[ABnB](https://www.airbnb.com/rooms/22926615),16.76082,-99.7763,2,4.96,49,4497,47,801542,172,2,None,236
50921665,[ABnB](https://www.airbnb.com/rooms/50921665),16.77408,-99.78319,2,-NA,0,1191,58,71445,62,2,None,237
36207656,[ABnB](https://www.airbnb.com/rooms/36207656),16.76108,-99.77571,2,4.73,11,1724,15,116766,54,2,Low,238
47144618,[ABnB](https://www.airbnb.com/rooms/47144618),16.76065,-99.77656,2,-NA,0,2197,20,148658,60,2,Low,239
35455595,[ABnB](https://www.airbnb.com/rooms/35455595),16.76025,-99.77783,2,4.91,33,7125,88,2332714,320,1,None,240
46628759,[ABnB](https://www.airbnb.com/rooms/46628759),16.77496,-99.77862,2,4.93,14,1704,31,158597,95,1,None,241
39470460,[ABnB](https://www.airbnb.com/rooms/39470460),16.76052,-99.77673,2,4.67,3,2484,11,200161,41,2,None,242
47883093,[ABnB](https://www.airbnb.com/rooms/47883093),16.77485,-99.78151,2,5.0,7,1191,53,186258,156,2,None,243
37360806,[ABnB](https://www.airbnb.com/rooms/37360806),16.77461,-99.78238,2,4.65,37,1088,29,112938,107,2,Low,244
40265968,[ABnB](https://www.airbnb.com/rooms/40265968),16.77033,-99.78695,2,5.0,1,5749,12,245812,42,7,None,245
48024667,[ABnB](https://www.airbnb.com/rooms/48024667),16.77498,-99.7811,2,-Unknown,1,1540,34,135884,104,1,Low,246
45813010,[ABnB](https://www.airbnb.com/rooms/45813010),16.77431,-99.7832,2,-NA,0,2690,0,0,0,10,None,247
49503633,[ABnB](https://www.airbnb.com/rooms/49503633),16.76744,-99.7876,2,5.0,5,3491,32,253307,69,2,None,248
41497375,[ABnB](https://www.airbnb.com/rooms/41497375),16.77471,-99.78243,2,4.5,2,1766,1,5586,3,1,Low,249
48334908,[ABnB](https://www.airbnb.com/rooms/48334908),16.76029,-99.77684,2,-NA,0,2484,0,2526,1,2,Low,250
42612029,[ABnB](https://www.airbnb.com/rooms/42612029),16.7752,-99.77865,2,-NA,0,1499,0,0,0,1,None,251
28836326,[ABnB](https://www.airbnb.com/rooms/28836326),16.76031,-99.77662,2,-Unknown,2,5975,1,29879,5,1,None,252
46907259,[ABnB](https://www.airbnb.com/rooms/46907259),16.7724,-99.77327,2,4.5,2,1191,1,4867,4,3,None,253
32574849,[ABnB](https://www.airbnb.com/rooms/32574849),16.76058,-99.77579,2,4.85,122,1540,29,162663,105,1,None,254
49980185,[ABnB](https://www.airbnb.com/rooms/49980185),16.76125,-99.77468,2,5.0,1,2895,15,70881,27,2,None,255
24467393,[ABnB](https://www.airbnb.com/rooms/24467393),16.76014,-99.77669,2,4.78,98,1149,52,239672,191,2,None,256
29438642,[ABnB](https://www.airbnb.com/rooms/29438642),16.77535,-99.77853,2,4.38,16,1499,4,20478,15,2,None,257
12952516,[ABnB](https://www.airbnb.com/rooms/12952516),16.77542,-99.78002,2,4.67,15,1950,28,118134,74,1,None,258
52204124,[ABnB](https://www.airbnb.com/rooms/52204124),16.76033,-99.77612,2,-NA,0,2587,0,2670,1,4,None,259
46904652,[ABnB](https://www.airbnb.com/rooms/46904652),16.77184,-99.77264,2,4.5,2,1191,7,13874,20,3,None,260
44167627,[ABnB](https://www.airbnb.com/rooms/44167627),16.77536,-99.78116,2,3.57,7,2033,12,90193,44,2,Low,261
28964877,[ABnB](https://www.airbnb.com/rooms/28964877),16.77169,-99.77237,2,-Unknown,2,1499,5,7557,4,2,Low,262
19290193,[ABnB](https://www.airbnb.com/rooms/19290193),16.75986,-99.77666,2,4.8,11,1991,4,46903,15,4,None,263
17109784,[ABnB](https://www.airbnb.com/rooms/17109784),16.75986,-99.77666,2,4.78,33,2238,9,84894,34,2,Low,264
46384485,[ABnB](https://www.airbnb.com/rooms/46384485),16.76003,-99.77618,2,4.08,59,2505,52,390136,191,1,Low,265
48402465,[ABnB](https://www.airbnb.com/rooms/48402465),16.77569,-99.77891,2,4.0,1,1293,10,17209,13,2,None,266
48335044,[ABnB](https://www.airbnb.com/rooms/48335044),16.76037,-99.77528,2,-NA,0,1704,3,16593,9,2,None,267
29689033,[ABnB](https://www.airbnb.com/rooms/29689033),16.77541,-99.78226,2,4.76,18,1499,12,60046,42,2,None,268
46608007,[ABnB](https://www.airbnb.com/rooms/46608007),16.75986,-99.77625,2,4.96,45,1519,75,301033,225,2,High,269
10772065,[ABnB](https://www.airbnb.com/rooms/10772065),16.75951,-99.77728,2,4.68,99,1991,30,213042,111,1,Low,270
45452523,[ABnB](https://www.airbnb.com/rooms/45452523),16.75968,-99.77669,2,4.29,7,4990,7,86229,25,2,None,271
34422998,[ABnB](https://www.airbnb.com/rooms/34422998),16.77443,-99.77473,2,4.62,21,759,0,0,0,3,None,272
50849123,[ABnB](https://www.airbnb.com/rooms/50849123),16.77583,-99.78021,2,4.75,4,1293,13,19769,16,1,None,273
16775549,[ABnB](https://www.airbnb.com/rooms/16775549),16.76009,-99.77559,2,4.88,52,1991,33,285736,122,2,None,274
25585931,[ABnB](https://www.airbnb.com/rooms/25585931),16.75942,-99.77727,2,4.86,49,1252,24,109956,86,2,Low,275
33769555,[ABnB](https://www.airbnb.com/rooms/33769555),16.77567,-99.78179,2,4.67,15,1293,48,167002,174,1,Low,276
17668028,[ABnB](https://www.airbnb.com/rooms/17668028),16.77154,-99.78742,2,4.81,17,2998,13,168387,49,2,None,277
18175159,[ABnB](https://www.airbnb.com/rooms/18175159),16.776040000000002,-99.77995,2,4.42,28,1006,10,53372,38,2,None,278
31367191,[ABnB](https://www.airbnb.com/rooms/31367191),16.77607,-99.77889,2,4.91,12,1499,58,283063,211,2,Low,279
24429099,[ABnB](https://www.airbnb.com/rooms/24429099),16.7683,-99.77063,2,4.81,31,800,47,153380,172,2,None,280
36207310,[ABnB](https://www.airbnb.com/rooms/36207310),16.75917,-99.77718,2,5.0,11,2382,14,148863,51,1,Low,281
31191661,[ABnB](https://www.airbnb.com/rooms/31191661),16.75913,-99.7771,2,-NA,0,1704,0,1725,1,2,None,282
47527844,[ABnB](https://www.airbnb.com/rooms/47527844),16.75908,-99.77713,2,-NA,0,2484,5,41646,17,1,None,283
48335314,[ABnB](https://www.airbnb.com/rooms/48335314),16.76003,-99.7747,2,5.0,2,1786,20,114897,59,2,None,284
31882490,[ABnB](https://www.airbnb.com/rooms/31882490),16.77627,-99.78105,2,-NA,0,1786,15,80828,55,2,None,285
38130528,[ABnB](https://www.airbnb.com/rooms/38130528),16.77639,-99.77978,2,3.75,4,1006,6,30988,22,2,None,286
24866505,[ABnB](https://www.airbnb.com/rooms/24866505),16.77132,-99.77114,2,4.71,58,800,63,117773,152,2,None,287
41011298,[ABnB](https://www.airbnb.com/rooms/41011298),16.77283,-99.77208,2,4.33,3,1293,0,0,0,4,None,288
34595423,[ABnB](https://www.airbnb.com/rooms/34595423),16.76291,-99.77159,2,4.0,9,3367,1,12075,4,2,None,289
51757378,[ABnB](https://www.airbnb.com/rooms/51757378),16.7595,-99.77544,2,-NA,0,1499,1,2341,2,2,Low,290
12043712,[ABnB](https://www.airbnb.com/rooms/12043712),16.75887,-99.77677,2,4.85,34,1396,34,164662,123,1,Low,291
31994478,[ABnB](https://www.airbnb.com/rooms/31994478),16.75937,-99.77545,2,5.0,4,1745,48,337462,176,2,None,292
32422850,[ABnB](https://www.airbnb.com/rooms/32422850),16.75916,-99.77593,2,4.78,9,1745,3,29136,10,2,None,293
14979369,[ABnB](https://www.airbnb.com/rooms/14979369),16.77438,-99.78589,2,4.71,52,2731,64,765015,235,2,Low,294
30817173,[ABnB](https://www.airbnb.com/rooms/30817173),16.75925,-99.77549,2,-Unknown,1,4990,0,0,0,3,None,295
47121039,[ABnB](https://www.airbnb.com/rooms/47121039),16.75897,-99.77616,2,4.71,41,1191,47,166164,142,2,Low,296
22246576,[ABnB](https://www.airbnb.com/rooms/22246576),16.77102,-99.78855,2,-Unknown,2,3778,34,120832,36,2,None,297
30292500,[ABnB](https://www.airbnb.com/rooms/30292500),16.77675,-99.78092,2,4.74,66,1437,29,172499,105,2,Low,298
52041593,[ABnB](https://www.airbnb.com/rooms/52041593),16.77696,-99.77864,2,-NA,0,903,6,7886,7,1,None,299
11336829,[ABnB](https://www.airbnb.com/rooms/11336829),16.77065,-99.78899,2,4.58,20,4107,33,367588,89,7,None,300
8405914,[ABnB](https://www.airbnb.com/rooms/8405914),16.75888,-99.77516,2,4.81,32,3983,54,721775,196,2,Low,301
24219776,[ABnB](https://www.airbnb.com/rooms/24219776),16.77737,-99.77925,2,4.82,158,1088,62,298937,228,1,Moderate,302
51653606,[ABnB](https://www.airbnb.com/rooms/51653606),16.77331,-99.78795,2,-NA,0,5708,0,5709,1,6,None,303
43105673,[ABnB](https://www.airbnb.com/rooms/43105673),16.77206,-99.78882,2,-Unknown,2,2690,0,0,0,1,None,304
24570726,[ABnB](https://www.airbnb.com/rooms/24570726),16.76981,-99.78969,2,4.6,5,5770,13,201948,40,3,None,305
10386976,[ABnB](https://www.airbnb.com/rooms/10386976),16.77364,-99.78795,2,4.93,45,2464,70,647366,255,2,None,306
47092370,[ABnB](https://www.airbnb.com/rooms/47092370),16.77144,-99.78931,2,5.0,5,5483,36,536577,109,2,None,307
45276977,[ABnB](https://www.airbnb.com/rooms/45276977),16.76949,-99.76919,2,-Unknown,2,1437,2,10925,8,1,Low,308
40133655,[ABnB](https://www.airbnb.com/rooms/40133655),16.76903,-99.7691,2,5.0,2,1499,38,235934,140,3,None,309
17652278,[ABnB](https://www.airbnb.com/rooms/17652278),16.77073,-99.76941,2,-NA,0,2299,0,0,0,2,None,310
27717207,[ABnB](https://www.airbnb.com/rooms/27717207),16.76987,-99.76907,2,4.67,4,1991,39,288875,142,2,None,311
31085512,[ABnB](https://www.airbnb.com/rooms/31085512),16.77222,-99.78926,2,4.85,27,3983,63,907778,231,3,None,312
37190087,[ABnB](https://www.airbnb.com/rooms/37190087),16.77156,-99.78961,2,5.0,3,2792,0,0,0,2,None,313
13140402,[ABnB](https://www.airbnb.com/rooms/13140402),16.77048,-99.76908,2,4.44,16,1786,6,46472,19,2,None,314
19014806,[ABnB](https://www.airbnb.com/rooms/19014806),16.76804,-99.7686,2,4.66,48,1334,64,334326,234,2,None,315
32161073,[ABnB](https://www.airbnb.com/rooms/32161073),16.77337,-99.78882,2,4.57,21,1396,5,24109,17,2,None,316
33717548,[ABnB](https://www.airbnb.com/rooms/33717548),16.77318,-99.78896,2,-Unknown,1,5667,5,71587,14,7,None,317
38588350,[ABnB](https://www.airbnb.com/rooms/38588350),16.7674,-99.76847,2,4.35,23,698,63,215189,230,1,None,318
598108,[ABnB](https://www.airbnb.com/rooms/598108),16.77764,-99.78332,2,4.68,23,2012,51,60375,30,3,None,319
14107995,[ABnB](https://www.airbnb.com/rooms/14107995),16.77767,-99.78332,2,4.52,24,1252,15,80705,54,2,Low,320
5796554,[ABnB](https://www.airbnb.com/rooms/5796554),16.7707,-99.76885,2,4.52,23,1047,57,37252,45,2,None,321
39490263,[ABnB](https://www.airbnb.com/rooms/39490263),16.77155,-99.79004,2,-NA,0,14457,0,0,0,7,None,322
46855816,[ABnB](https://www.airbnb.com/rooms/46855816),16.77201,-99.78987,2,5.0,2,2299,28,174491,84,3,Low,323
40429745,[ABnB](https://www.airbnb.com/rooms/40429745),16.76858,-99.76832,2,4.69,65,965,67,264302,245,1,Moderate,324
16394119,[ABnB](https://www.airbnb.com/rooms/16394119),16.77214,-99.78986,2,4.89,28,4394,33,502871,119,3,None,325
19162686,[ABnB](https://www.airbnb.com/rooms/19162686),16.77185,-99.79002,2,5.0,1,4107,36,524517,130,1,None,326
41045373,[ABnB](https://www.airbnb.com/rooms/41045373),16.76882,-99.76829,2,4.24,97,862,59,218816,215,1,None,327
8556905,[ABnB](https://www.airbnb.com/rooms/8556905),16.77054,-99.76865,2,4.61,154,2484,16,47027,60,2,None,328
48698877,[ABnB](https://www.airbnb.com/rooms/48698877),16.77204,-99.78995,2,-Unknown,1,6982,8,129997,22,2,None,329
37748536,[ABnB](https://www.airbnb.com/rooms/37748536),16.7704,-99.76855,2,4.67,9,1704,4,23534,16,2,Low,330
21926952,[ABnB](https://www.airbnb.com/rooms/21926952),16.77207,-99.79002,2,4.83,23,2998,32,413036,118,3,Low,331
43105809,[ABnB](https://www.airbnb.com/rooms/43105809),16.76754,-99.768,2,4.89,67,1088,82,301910,298,3,Low,332
41857836,[ABnB](https://www.airbnb.com/rooms/41857836),16.77859,-99.78102,2,-Unknown,2,2854,3,33514,10,4,None,333
33995367,[ABnB](https://www.airbnb.com/rooms/33995367),16.76676,-99.76796,2,-Unknown,1,2998,0,0,0,3,None,334
50655495,[ABnB](https://www.airbnb.com/rooms/50655495),16.77639,-99.7867,2,5.0,2,3388,38,161369,46,2,Low,335
39728427,[ABnB](https://www.airbnb.com/rooms/39728427),16.77666,-99.78641,2,4.63,105,2094,62,487804,225,2,Low,336
18571113,[ABnB](https://www.airbnb.com/rooms/18571113),16.76904,-99.76795,2,4.17,6,1006,8,22404,28,2,None,337
15904115,[ABnB](https://www.airbnb.com/rooms/15904115),16.75833,-99.77276,2,4.7,42,1704,0,0,0,2,Low,338
42582253,[ABnB](https://www.airbnb.com/rooms/42582253),16.768720000000002,-99.7678,2,4.46,13,841,69,193552,251,1,Moderate,339
41082041,[ABnB](https://www.airbnb.com/rooms/41082041),16.77463,-99.77018,2,-NA,0,800,0,0,0,2,None,340
48888920,[ABnB](https://www.airbnb.com/rooms/48888920),16.77315,-99.79007,2,4.5,1,4107,16,168392,41,5,None,341
6273199,[ABnB](https://www.airbnb.com/rooms/6273199),16.7782,-99.78434,2,4.82,141,2156,68,482185,247,3,Low,342
36069587,[ABnB](https://www.airbnb.com/rooms/36069587),16.77556,-99.78847,2,-NA,0,6756,2,29202,6,7,None,343
49911828,[ABnB](https://www.airbnb.com/rooms/49911828),16.76827,-99.76737,2,3.83,6,800,21,20782,27,2,None,344
46382211,[ABnB](https://www.airbnb.com/rooms/46382211),16.77488,-99.76992,2,-NA,0,1149,1,3039,3,1,None,345
18174792,[ABnB](https://www.airbnb.com/rooms/18174792),16.76901,-99.76725,2,4.74,127,1006,0,0,0,2,None,346
35846155,[ABnB](https://www.airbnb.com/rooms/35846155),16.76867,-99.76719,2,-Unknown,1,1786,2,12568,8,1,None,347
33535107,[ABnB](https://www.airbnb.com/rooms/33535107),16.7772,-99.78694,2,4.89,88,3285,59,853051,217,2,Moderate,348
21529402,[ABnB](https://www.airbnb.com/rooms/21529402),16.774070000000002,-99.79009,2,-NA,0,5934,12,242362,42,2,None,349
38993861,[ABnB](https://www.airbnb.com/rooms/38993861),16.76935,-99.76719,2,4.8,10,903,62,233978,227,3,None,350
27542546,[ABnB](https://www.airbnb.com/rooms/27542546),16.76891,-99.76702,2,4.56,17,1026,4,36841,14,2,Low,351
16796198,[ABnB](https://www.airbnb.com/rooms/16796198),16.76827,-99.76688,2,4.52,48,2238,10,64186,38,2,None,352
48899294,[ABnB](https://www.airbnb.com/rooms/48899294),16.7796,-99.78146,2,-NA,0,1191,13,69437,35,1,Moderate,353
33538866,[ABnB](https://www.airbnb.com/rooms/33538866),16.77679,-99.78796,2,4.9,105,3285,74,1035243,269,2,Low,354
23324817,[ABnB](https://www.airbnb.com/rooms/23324817),16.77322,-99.79093,2,4.46,13,5483,30,671126,110,1,None,355
41540183,[ABnB](https://www.airbnb.com/rooms/41540183),16.77978,-99.77929,2,5.0,6,1293,67,271625,244,2,None,356
31149132,[ABnB](https://www.airbnb.com/rooms/31149132),16.77092,-99.76728,2,-Unknown,1,3491,0,0,0,2,None,357
38849534,[ABnB](https://www.airbnb.com/rooms/38849534),16.768250000000002,-99.76677,2,-Unknown,2,3491,3,10535,11,2,None,358
23809921,[ABnB](https://www.airbnb.com/rooms/23809921),16.77897,-99.7843,2,4.68,66,985,48,186430,175,2,None,359
24632718,[ABnB](https://www.airbnb.com/rooms/24632718),16.77018,-99.76702,2,4.93,97,1293,81,362181,294,3,None,360
33718985,[ABnB](https://www.airbnb.com/rooms/33718985),16.76987,-99.76695,2,-Unknown,1,1991,12,85243,42,2,None,361
19873895,[ABnB](https://www.airbnb.com/rooms/19873895),16.75768,-99.77183,2,4.77,57,1314,43,216427,157,2,Moderate,362
28516062,[ABnB](https://www.airbnb.com/rooms/28516062),16.77936,-99.78329,2,4.87,16,1006,6,28031,23,2,None,363
17824315,[ABnB](https://www.airbnb.com/rooms/17824315),16.77707,-99.7878,2,4.63,42,1601,10,37929,27,2,None,364
40208781,[ABnB](https://www.airbnb.com/rooms/40208781),16.77085,-99.76706,2,4.67,6,1191,4,13677,13,2,None,365
39783935,[ABnB](https://www.airbnb.com/rooms/39783935),16.76736,-99.76658,2,4.53,30,698,45,159221,165,1,None,366
37176527,[ABnB](https://www.airbnb.com/rooms/37176527),16.76766,-99.76656,2,-Unknown,2,1293,30,50949,110,1,None,367
3924430,[ABnB](https://www.airbnb.com/rooms/3924430),16.76948,-99.76672,2,-Unknown,1,1191,2,12013,9,2,None,368
36671430,[ABnB](https://www.airbnb.com/rooms/36671430),16.7686,-99.7666,2,4.79,38,780,25,81233,90,2,None,369
31409231,[ABnB](https://www.airbnb.com/rooms/31409231),16.76822,-99.76653,2,-Unknown,1,2998,0,3080,1,1,None,370
29158051,[ABnB](https://www.airbnb.com/rooms/29158051),16.76735,-99.76651,2,4.5,15,1499,44,43731,67,1,None,371
41739919,[ABnB](https://www.airbnb.com/rooms/41739919),16.77984,-99.78202,2,-NA,0,1334,6,29652,23,2,None,372
22267163,[ABnB](https://www.airbnb.com/rooms/22267163),16.7672,-99.76647,2,4.7,98,1232,24,94290,86,1,Low,373
15984378,[ABnB](https://www.airbnb.com/rooms/15984378),16.77714,-99.78804,2,4.39,20,5339,6,114589,21,2,None,374
22051963,[ABnB](https://www.airbnb.com/rooms/22051963),16.77336,-99.79123,2,-NA,0,3080,0,0,0,5,None,375
50217473,[ABnB](https://www.airbnb.com/rooms/50217473),16.77684,-99.78851,2,4.84,19,1786,62,203748,109,2,None,376
39253897,[ABnB](https://www.airbnb.com/rooms/39253897),16.76897,-99.76647,2,4.49,82,841,57,187525,209,1,None,377
24751177,[ABnB](https://www.airbnb.com/rooms/24751177),16.76891,-99.76645,2,4.71,77,1006,22,76152,79,1,None,378
27679938,[ABnB](https://www.airbnb.com/rooms/27679938),16.76905,-99.76639,2,-NA,0,1499,64,358655,233,1,None,379
46198929,[ABnB](https://www.airbnb.com/rooms/46198929),16.76933,-99.76638,2,-NA,0,3491,0,0,0,3,None,380
28810471,[ABnB](https://www.airbnb.com/rooms/28810471),16.76937,-99.76637,2,4.33,9,1252,21,94339,75,2,None,381
4881762,[ABnB](https://www.airbnb.com/rooms/4881762),16.77095,-99.76671,2,4.0,2,1499,35,120062,127,1,None,382
38127947,[ABnB](https://www.airbnb.com/rooms/38127947),16.7677,-99.76622,2,4.5,14,1088,5,26922,19,2,None,383
24065247,[ABnB](https://www.airbnb.com/rooms/24065247),16.77282,-99.79182,2,4.89,172,3326,70,896492,256,1,Low,384
34419726,[ABnB](https://www.airbnb.com/rooms/34419726),16.77136,-99.76667,2,-NA,0,1499,2,17024,8,1,None,385
22514156,[ABnB](https://www.airbnb.com/rooms/22514156),16.780450000000002,-99.78073,2,4.82,127,2033,38,263088,140,1,Low,386
41125995,[ABnB](https://www.airbnb.com/rooms/41125995),16.76974,-99.76622,2,-Unknown,1,1499,4,19185,14,1,None,387
30507024,[ABnB](https://www.airbnb.com/rooms/30507024),16.76965,-99.76619,2,4.7,10,821,21,64846,75,3,None,388
48574969,[ABnB](https://www.airbnb.com/rooms/48574969),16.76889,-99.76606,2,4.83,12,1499,40,142041,103,2,Low,389
38855698,[ABnB](https://www.airbnb.com/rooms/38855698),16.78036,-99.78188,2,4.84,44,924,54,160497,197,3,Moderate,390
40593485,[ABnB](https://www.airbnb.com/rooms/40593485),16.76652,-99.76598,2,-NA,0,1499,78,141085,163,2,None,391
45951820,[ABnB](https://www.airbnb.com/rooms/45951820),16.773600000000002,-99.79168,2,5.0,9,4990,60,1133744,220,2,None,392
48785644,[ABnB](https://www.airbnb.com/rooms/48785644),16.7804,-99.78195,2,-NA,0,1191,14,52941,36,2,None,393
38075342,[ABnB](https://www.airbnb.com/rooms/38075342),16.77337,-99.79181,2,4.64,33,3593,59,713252,216,2,Moderate,394
48754068,[ABnB](https://www.airbnb.com/rooms/48754068),16.7733,-99.79188,2,5.0,2,3983,54,580071,137,2,None,395
52510172,[ABnB](https://www.airbnb.com/rooms/52510172),16.78039,-99.78224,2,-NA,0,1991,0,2012,1,1,None,396
22889487,[ABnB](https://www.airbnb.com/rooms/22889487),16.77393,-99.7916,2,4.63,24,1786,16,117917,59,1,None,397
32198120,[ABnB](https://www.airbnb.com/rooms/32198120),16.7765,-99.76952,2,4.61,51,944,40,92585,108,2,None,398
50491253,[ABnB](https://www.airbnb.com/rooms/50491253),16.7805,-99.78196,2,-Unknown,1,1991,2,6222,3,3,None,399
48641806,[ABnB](https://www.airbnb.com/rooms/48641806),16.78035,-99.78277,2,5.0,6,1437,24,76802,61,2,Low,400
42181538,[ABnB](https://www.airbnb.com/rooms/42181538),16.76817,-99.76582,2,-Unknown,1,1293,1,5257,4,2,None,401
47587547,[ABnB](https://www.airbnb.com/rooms/47587547),16.77435,-99.79143,2,-NA,0,7824,9,198350,27,2,None,402
22065082,[ABnB](https://www.airbnb.com/rooms/22065082),16.77234,-99.76667,2,4.47,20,1499,42,132942,128,2,Low,403
21867147,[ABnB](https://www.airbnb.com/rooms/21867147),16.7677,-99.76572,2,-Unknown,1,2382,37,191988,104,2,None,404
44245714,[ABnB](https://www.airbnb.com/rooms/44245714),16.76922,-99.76582,2,-Unknown,2,1519,2,13697,9,1,Low,405
23184637,[ABnB](https://www.airbnb.com/rooms/23184637),16.77476,-99.79124,2,4.87,198,3491,73,1033436,268,2,Low,406
26902574,[ABnB](https://www.airbnb.com/rooms/26902574),16.76917,-99.7658,2,4.67,46,1355,58,258032,213,2,Low,407
17123231,[ABnB](https://www.airbnb.com/rooms/17123231),16.77275,-99.79238,2,4.96,49,3285,62,738576,226,3,Low,408
40846150,[ABnB](https://www.airbnb.com/rooms/40846150),16.78067,-99.78191,2,4.6,5,1601,24,59817,88,1,None,409
18071769,[ABnB](https://www.airbnb.com/rooms/18071769),16.76649,-99.7657,2,4.67,6,2361,3,18482,11,2,Low,410
46560487,[ABnB](https://www.airbnb.com/rooms/46560487),16.78059,-99.78273,2,4.92,13,1499,32,154900,96,2,Low,411
28110473,[ABnB](https://www.airbnb.com/rooms/28110473),16.76847,-99.76559,2,4.0,7,1191,29,126324,106,2,None,412
33812369,[ABnB](https://www.airbnb.com/rooms/33812369),16.76959,-99.76572,2,4.38,8,1786,4,37539,15,2,None,413
46368187,[ABnB](https://www.airbnb.com/rooms/46368187),16.77025,-99.76581,2,-NA,0,1519,1,5011,4,1,None,414
43376236,[ABnB](https://www.airbnb.com/rooms/43376236),16.76985,-99.76571,2,-NA,0,1006,11,39272,40,2,None,415
44593638,[ABnB](https://www.airbnb.com/rooms/44593638),16.76896,-99.76555,2,-NA,0,1786,1,9036,5,1,None,416
38680169,[ABnB](https://www.airbnb.com/rooms/38680169),16.77937,-99.78639,2,5.0,3,5133,41,666320,151,2,None,417
25252859,[ABnB](https://www.airbnb.com/rooms/25252859),16.77406,-99.79196,2,4.93,17,2792,37,372866,107,4,None,418
46851454,[ABnB](https://www.airbnb.com/rooms/46851454),16.7688,-99.76552,2,4.83,12,1088,20,64420,60,2,None,419
42137728,[ABnB](https://www.airbnb.com/rooms/42137728),16.77276,-99.79263,2,4.81,16,4476,55,1100485,201,2,None,420
16390153,[ABnB](https://www.airbnb.com/rooms/16390153),16.77092,-99.7659,2,4.78,9,1499,7,62264,24,1,None,421
19769071,[ABnB](https://www.airbnb.com/rooms/19769071),16.77303,-99.76666,2,-Unknown,1,1232,3,1253,1,1,None,422
49777160,[ABnB](https://www.airbnb.com/rooms/49777160),16.77316,-99.79247,2,-Unknown,2,3983,25,207533,44,2,Low,423
